uid,bank_account
Rwanda_uniqueid_3777,No
Rwanda_uniqueid_2329,No
Kenya_uniqueid_5884,No
Tanzania_uniqueid_3141,No
Tanzania_uniqueid_6488,No
Rwanda_uniqueid_78,No
Tanzania_uniqueid_3402,No
Uganda_uniqueid_1361,No
Kenya_uniqueid_2928,No
Kenya_uniqueid_5847,No
Kenya_uniqueid_1871,No
Tanzania_uniqueid_2669,No
Tanzania_uniqueid_4887,No
Tanzania_uniqueid_1179,No
Rwanda_uniqueid_6685,No
Uganda_uniqueid_935,No
Kenya_uniqueid_4406,No
Tanzania_uniqueid_1935,No
Kenya_uniqueid_587,No
Rwanda_uniqueid_6431,No
Rwanda_uniqueid_2711,No
Kenya_uniqueid_3877,No
Rwanda_uniqueid_5060,No
Kenya_uniqueid_3044,No
Tanzania_uniqueid_1959,No
Rwanda_uniqueid_5377,No
Tanzania_uniqueid_2066,No
Rwanda_uniqueid_5468,Yes
Kenya_uniqueid_514,Yes
Rwanda_uniqueid_6989,Yes
Kenya_uniqueid_4425,Yes
Rwanda_uniqueid_8034,No
Rwanda_uniqueid_4926,No
Uganda_uniqueid_606,No
Kenya_uniqueid_1912,No
Tanzania_uniqueid_6047,No
Rwanda_uniqueid_3065,No
Kenya_uniqueid_4179,No
Kenya_uniqueid_312,No
Tanzania_uniqueid_3696,No
Tanzania_uniqueid_2400,No
Kenya_uniqueid_1188,No
Tanzania_uniqueid_5537,No
Tanzania_uniqueid_1553,Yes
Tanzania_uniqueid_5657,No
Rwanda_uniqueid_8236,No
Kenya_uniqueid_5536,No
Kenya_uniqueid_1348,No
Rwanda_uniqueid_3278,No
Kenya_uniqueid_3275,No
Rwanda_uniqueid_5447,No
Tanzania_uniqueid_2934,No
Tanzania_uniqueid_1934,No
Tanzania_uniqueid_4886,No
Tanzania_uniqueid_2195,No
Tanzania_uniqueid_3451,No
Tanzania_uniqueid_3544,No
Kenya_uniqueid_5509,No
Rwanda_uniqueid_3401,No
Rwanda_uniqueid_5516,No
Rwanda_uniqueid_1449,No
Rwanda_uniqueid_8009,No
Tanzania_uniqueid_475,No
Tanzania_uniqueid_1638,No
Tanzania_uniqueid_6087,No
Kenya_uniqueid_2134,No
Kenya_uniqueid_5108,No
Tanzania_uniqueid_6031,No
Kenya_uniqueid_5129,No
Rwanda_uniqueid_8689,No
Tanzania_uniqueid_6021,No
Kenya_uniqueid_4680,No
Rwanda_uniqueid_2694,No
Kenya_uniqueid_827,No
Rwanda_uniqueid_8069,No
Kenya_uniqueid_2931,No
Tanzania_uniqueid_2590,No
Kenya_uniqueid_1145,No
Tanzania_uniqueid_2805,No
Rwanda_uniqueid_1511,No
Tanzania_uniqueid_5058,No
Tanzania_uniqueid_5845,Yes
Kenya_uniqueid_1159,No
Uganda_uniqueid_1686,No
Rwanda_uniqueid_2002,No
Kenya_uniqueid_5346,No
Kenya_uniqueid_4247,No
Uganda_uniqueid_672,No
Uganda_uniqueid_182,No
Kenya_uniqueid_820,No
Rwanda_uniqueid_6069,Yes
Kenya_uniqueid_3814,No
Uganda_uniqueid_1242,No
Rwanda_uniqueid_805,No
Kenya_uniqueid_4414,Yes
Rwanda_uniqueid_2976,No
Rwanda_uniqueid_7842,No
Tanzania_uniqueid_72,No
Uganda_uniqueid_1690,No
Tanzania_uniqueid_2782,Yes
Kenya_uniqueid_5095,No
Kenya_uniqueid_3107,No
Rwanda_uniqueid_2748,No
Rwanda_uniqueid_1991,No
Kenya_uniqueid_1641,No
Rwanda_uniqueid_3673,No
Kenya_uniqueid_4421,No
Tanzania_uniqueid_5857,No
Uganda_uniqueid_64,Yes
Rwanda_uniqueid_490,No
Uganda_uniqueid_1066,No
Kenya_uniqueid_4916,No
Tanzania_uniqueid_264,No
Tanzania_uniqueid_1921,No
Uganda_uniqueid_1528,No
Rwanda_uniqueid_4222,No
Rwanda_uniqueid_6067,No
Rwanda_uniqueid_5645,No
Tanzania_uniqueid_4672,No
Tanzania_uniqueid_845,No
Kenya_uniqueid_6014,No
Uganda_uniqueid_251,No
Kenya_uniqueid_5340,No
Kenya_uniqueid_1730,No
Uganda_uniqueid_1668,No
Kenya_uniqueid_5930,No
Rwanda_uniqueid_2755,No
Kenya_uniqueid_2894,No
Rwanda_uniqueid_8284,No
Kenya_uniqueid_4575,No
Uganda_uniqueid_1365,No
Tanzania_uniqueid_150,No
Uganda_uniqueid_489,No
Rwanda_uniqueid_7982,No
Kenya_uniqueid_219,No
Tanzania_uniqueid_1271,No
Rwanda_uniqueid_8081,No
Kenya_uniqueid_5639,No
Tanzania_uniqueid_5694,No
Kenya_uniqueid_2381,No
Rwanda_uniqueid_4598,No
Tanzania_uniqueid_1689,No
Tanzania_uniqueid_1205,Yes
Rwanda_uniqueid_5052,Yes
Kenya_uniqueid_2877,No
Rwanda_uniqueid_5785,No
Kenya_uniqueid_2688,Yes
Rwanda_uniqueid_7353,No
Tanzania_uniqueid_3446,No
Uganda_uniqueid_1403,Yes
Tanzania_uniqueid_6543,No
Rwanda_uniqueid_5955,No
Tanzania_uniqueid_74,No
Tanzania_uniqueid_3373,Yes
Kenya_uniqueid_3209,No
Tanzania_uniqueid_1264,No
Tanzania_uniqueid_455,Yes
Tanzania_uniqueid_3811,Yes
Tanzania_uniqueid_4700,No
Rwanda_uniqueid_5126,No
Rwanda_uniqueid_6707,No
Kenya_uniqueid_2421,No
Rwanda_uniqueid_812,Yes
Kenya_uniqueid_3208,Yes
Rwanda_uniqueid_7464,No
Rwanda_uniqueid_3604,No
Kenya_uniqueid_5253,No
Rwanda_uniqueid_6709,No
Tanzania_uniqueid_3569,No
Tanzania_uniqueid_5989,No
Rwanda_uniqueid_5680,Yes
Rwanda_uniqueid_5709,No
Uganda_uniqueid_1875,No
Tanzania_uniqueid_5963,No
Kenya_uniqueid_4548,No
Rwanda_uniqueid_8155,Yes
Rwanda_uniqueid_4983,No
Tanzania_uniqueid_3694,No
Kenya_uniqueid_4291,No
Tanzania_uniqueid_1413,No
Uganda_uniqueid_596,No
Kenya_uniqueid_2745,No
Tanzania_uniqueid_3347,No
Tanzania_uniqueid_650,No
Uganda_uniqueid_1992,No
Tanzania_uniqueid_1303,No
Tanzania_uniqueid_6156,No
Kenya_uniqueid_1394,No
Tanzania_uniqueid_5274,No
Kenya_uniqueid_963,No
Tanzania_uniqueid_1416,No
Rwanda_uniqueid_5659,No
Kenya_uniqueid_4422,No
Kenya_uniqueid_665,No
Tanzania_uniqueid_2302,No
Rwanda_uniqueid_6147,No
Rwanda_uniqueid_7914,No
Kenya_uniqueid_328,No
Kenya_uniqueid_5415,No
Rwanda_uniqueid_4392,No
Rwanda_uniqueid_6376,No
Tanzania_uniqueid_3970,No
Rwanda_uniqueid_6954,No
Rwanda_uniqueid_8385,No
Kenya_uniqueid_5744,No
Tanzania_uniqueid_3845,No
Rwanda_uniqueid_7505,No
Tanzania_uniqueid_4921,No
Tanzania_uniqueid_2735,Yes
Rwanda_uniqueid_4092,No
Uganda_uniqueid_1074,No
Rwanda_uniqueid_4261,No
Kenya_uniqueid_4060,No
Tanzania_uniqueid_2125,No
Rwanda_uniqueid_2164,No
Rwanda_uniqueid_2627,No
Rwanda_uniqueid_829,No
Uganda_uniqueid_406,No
Tanzania_uniqueid_5899,No
Tanzania_uniqueid_1198,No
Rwanda_uniqueid_6999,Yes
Uganda_uniqueid_1476,No
Tanzania_uniqueid_618,No
Tanzania_uniqueid_1514,No
Kenya_uniqueid_3503,No
Kenya_uniqueid_6066,No
Rwanda_uniqueid_70,No
Kenya_uniqueid_2458,No
Rwanda_uniqueid_7248,No
Kenya_uniqueid_5141,No
Kenya_uniqueid_3001,No
Tanzania_uniqueid_4520,No
Tanzania_uniqueid_5833,No
Kenya_uniqueid_1605,No
Tanzania_uniqueid_5532,No
Kenya_uniqueid_102,No
Uganda_uniqueid_1192,No
Kenya_uniqueid_3705,No
Rwanda_uniqueid_663,No
Tanzania_uniqueid_5878,No
Kenya_uniqueid_3474,No
Tanzania_uniqueid_441,No
Kenya_uniqueid_3296,No
Kenya_uniqueid_5161,Yes
Rwanda_uniqueid_2260,No
Tanzania_uniqueid_6418,No
Tanzania_uniqueid_2746,No
Kenya_uniqueid_2404,Yes
Tanzania_uniqueid_156,No
Rwanda_uniqueid_5996,No
Kenya_uniqueid_5046,Yes
Tanzania_uniqueid_4784,No
Kenya_uniqueid_879,No
Rwanda_uniqueid_6475,Yes
Rwanda_uniqueid_3994,No
Kenya_uniqueid_1351,No
Kenya_uniqueid_2110,No
Tanzania_uniqueid_2593,No
Rwanda_uniqueid_2760,No
Rwanda_uniqueid_4621,No
Rwanda_uniqueid_6733,No
Rwanda_uniqueid_5850,No
Kenya_uniqueid_411,No
Rwanda_uniqueid_6966,No
Uganda_uniqueid_1826,No
Tanzania_uniqueid_660,No
Uganda_uniqueid_1293,No
Rwanda_uniqueid_5823,Yes
Kenya_uniqueid_4462,No
Kenya_uniqueid_2190,No
Tanzania_uniqueid_1101,No
Tanzania_uniqueid_4879,No
Rwanda_uniqueid_8523,No
Rwanda_uniqueid_3733,No
Rwanda_uniqueid_5279,No
Rwanda_uniqueid_2097,Yes
Kenya_uniqueid_5355,No
Uganda_uniqueid_1796,No
Rwanda_uniqueid_3531,No
Rwanda_uniqueid_8398,No
Tanzania_uniqueid_3147,No
Kenya_uniqueid_3247,No
Kenya_uniqueid_314,No
Rwanda_uniqueid_3968,No
Kenya_uniqueid_5097,No
Uganda_uniqueid_1068,Yes
Uganda_uniqueid_942,No
Rwanda_uniqueid_879,No
Kenya_uniqueid_1789,No
Tanzania_uniqueid_624,No
Kenya_uniqueid_2300,No
Rwanda_uniqueid_683,No
Tanzania_uniqueid_6009,No
Tanzania_uniqueid_5435,No
Tanzania_uniqueid_5261,No
Rwanda_uniqueid_602,No
Tanzania_uniqueid_3813,No
Kenya_uniqueid_5679,No
Rwanda_uniqueid_3556,Yes
Tanzania_uniqueid_3819,No
Kenya_uniqueid_929,No
Rwanda_uniqueid_5888,No
Rwanda_uniqueid_2749,No
Tanzania_uniqueid_1390,No
Tanzania_uniqueid_1116,No
Rwanda_uniqueid_7832,No
Rwanda_uniqueid_6178,No
Kenya_uniqueid_3116,No
Uganda_uniqueid_943,No
Rwanda_uniqueid_6006,No
Rwanda_uniqueid_911,No
Kenya_uniqueid_5577,No
Kenya_uniqueid_4808,No
Rwanda_uniqueid_2386,No
Rwanda_uniqueid_1,No
Rwanda_uniqueid_3602,Yes
Tanzania_uniqueid_4068,No
Kenya_uniqueid_2320,Yes
Uganda_uniqueid_1324,No
Tanzania_uniqueid_6105,No
Rwanda_uniqueid_7965,No
Tanzania_uniqueid_6114,No
Kenya_uniqueid_3063,No
Tanzania_uniqueid_4964,No
Tanzania_uniqueid_2954,No
Kenya_uniqueid_1007,No
Kenya_uniqueid_5395,Yes
Kenya_uniqueid_4166,No
Rwanda_uniqueid_5660,No
Uganda_uniqueid_761,No
Uganda_uniqueid_709,No
Kenya_uniqueid_3959,Yes
Tanzania_uniqueid_2425,No
Rwanda_uniqueid_3098,No
Kenya_uniqueid_3965,No
Rwanda_uniqueid_3804,No
Kenya_uniqueid_2248,No
Rwanda_uniqueid_6746,No
Uganda_uniqueid_1384,No
Rwanda_uniqueid_5221,No
Rwanda_uniqueid_6841,No
Tanzania_uniqueid_1018,No
Rwanda_uniqueid_2089,No
Rwanda_uniqueid_2785,No
Tanzania_uniqueid_3239,Yes
Tanzania_uniqueid_6082,No
Tanzania_uniqueid_6162,No
Tanzania_uniqueid_5819,No
Tanzania_uniqueid_4515,No
Kenya_uniqueid_619,No
Rwanda_uniqueid_2643,No
Rwanda_uniqueid_5878,No
Rwanda_uniqueid_8371,No
Tanzania_uniqueid_5457,No
Tanzania_uniqueid_1937,Yes
Kenya_uniqueid_128,No
Kenya_uniqueid_1356,No
Uganda_uniqueid_1371,No
Rwanda_uniqueid_6498,No
Kenya_uniqueid_5872,No
Rwanda_uniqueid_7979,No
Kenya_uniqueid_4557,No
Rwanda_uniqueid_7333,No
Rwanda_uniqueid_2077,No
Rwanda_uniqueid_2474,No
Rwanda_uniqueid_6833,No
Kenya_uniqueid_4689,No
Rwanda_uniqueid_4894,No
Kenya_uniqueid_4697,No
Kenya_uniqueid_3387,No
Uganda_uniqueid_1785,No
Rwanda_uniqueid_907,No
Uganda_uniqueid_2081,No
Kenya_uniqueid_3489,No
Rwanda_uniqueid_1686,No
Tanzania_uniqueid_4412,No
Tanzania_uniqueid_1448,No
Uganda_uniqueid_2047,No
Kenya_uniqueid_3103,No
Kenya_uniqueid_60,No
Rwanda_uniqueid_7122,No
Rwanda_uniqueid_5853,No
Rwanda_uniqueid_2587,No
Rwanda_uniqueid_825,Yes
Tanzania_uniqueid_2923,No
Rwanda_uniqueid_6049,No
Uganda_uniqueid_510,Yes
Kenya_uniqueid_1164,No
Tanzania_uniqueid_3601,No
Kenya_uniqueid_2459,Yes
Uganda_uniqueid_855,No
Kenya_uniqueid_4033,No
Kenya_uniqueid_5755,No
Tanzania_uniqueid_5829,No
Rwanda_uniqueid_595,No
Rwanda_uniqueid_7235,No
Rwanda_uniqueid_5987,No
Tanzania_uniqueid_4597,No
Kenya_uniqueid_3054,No
Rwanda_uniqueid_1688,No
Tanzania_uniqueid_3924,No
Kenya_uniqueid_5558,Yes
Tanzania_uniqueid_4735,No
Uganda_uniqueid_393,No
Tanzania_uniqueid_6355,No
Rwanda_uniqueid_226,No
Kenya_uniqueid_3351,No
Rwanda_uniqueid_3494,No
Rwanda_uniqueid_7659,No
Rwanda_uniqueid_4058,No
Kenya_uniqueid_3473,No
Tanzania_uniqueid_3512,No
Tanzania_uniqueid_5625,No
Kenya_uniqueid_3711,No
Uganda_uniqueid_2004,No
Uganda_uniqueid_1593,No
Tanzania_uniqueid_434,No
Rwanda_uniqueid_6568,No
Rwanda_uniqueid_310,No
Rwanda_uniqueid_8079,No
Rwanda_uniqueid_181,No
Kenya_uniqueid_2141,No
Tanzania_uniqueid_3526,No
Kenya_uniqueid_5103,No
Rwanda_uniqueid_6210,No
Tanzania_uniqueid_2095,No
Rwanda_uniqueid_2162,No
Tanzania_uniqueid_2792,No
Kenya_uniqueid_611,No
Rwanda_uniqueid_7518,No
Rwanda_uniqueid_3951,No
Kenya_uniqueid_458,No
Kenya_uniqueid_1256,No
Rwanda_uniqueid_7629,No
Kenya_uniqueid_2699,No
Kenya_uniqueid_644,No
Kenya_uniqueid_5715,No
Kenya_uniqueid_4236,No
Uganda_uniqueid_424,No
Tanzania_uniqueid_4124,No
Kenya_uniqueid_3822,No
Rwanda_uniqueid_4694,No
Tanzania_uniqueid_586,No
Tanzania_uniqueid_2077,Yes
Rwanda_uniqueid_4143,No
Rwanda_uniqueid_1154,No
Kenya_uniqueid_5964,Yes
Tanzania_uniqueid_3284,No
Rwanda_uniqueid_4401,No
Rwanda_uniqueid_7849,No
Rwanda_uniqueid_8392,No
Rwanda_uniqueid_1631,No
Tanzania_uniqueid_3745,No
Tanzania_uniqueid_3070,Yes
Tanzania_uniqueid_832,No
Uganda_uniqueid_85,No
Kenya_uniqueid_2528,No
Tanzania_uniqueid_4852,No
Kenya_uniqueid_2175,Yes
Rwanda_uniqueid_443,Yes
Rwanda_uniqueid_5749,Yes
Kenya_uniqueid_5866,No
Kenya_uniqueid_5318,No
Tanzania_uniqueid_4047,No
Rwanda_uniqueid_6570,No
Tanzania_uniqueid_4986,Yes
Rwanda_uniqueid_4778,No
Tanzania_uniqueid_4429,No
Tanzania_uniqueid_2623,No
Tanzania_uniqueid_1017,No
Tanzania_uniqueid_5669,No
Kenya_uniqueid_1607,No
Kenya_uniqueid_6071,No
Tanzania_uniqueid_2791,No
Uganda_uniqueid_539,Yes
Tanzania_uniqueid_214,No
Rwanda_uniqueid_8734,No
Kenya_uniqueid_361,No
Kenya_uniqueid_5226,No
Tanzania_uniqueid_5295,No
Kenya_uniqueid_2911,No
Rwanda_uniqueid_6277,No
Tanzania_uniqueid_5276,No
Tanzania_uniqueid_6307,No
Kenya_uniqueid_2200,No
Tanzania_uniqueid_4715,No
Tanzania_uniqueid_6333,No
Rwanda_uniqueid_3146,No
Rwanda_uniqueid_4441,No
Rwanda_uniqueid_3796,No
Tanzania_uniqueid_5681,No
Tanzania_uniqueid_1969,No
Rwanda_uniqueid_6181,No
Kenya_uniqueid_3506,No
Tanzania_uniqueid_2318,No
Tanzania_uniqueid_3214,No
Kenya_uniqueid_460,Yes
Rwanda_uniqueid_2120,No
Kenya_uniqueid_3996,No
Tanzania_uniqueid_5561,No
Rwanda_uniqueid_4944,No
Rwanda_uniqueid_7986,No
Rwanda_uniqueid_702,No
Kenya_uniqueid_5051,Yes
Rwanda_uniqueid_6674,No
Rwanda_uniqueid_5170,No
Kenya_uniqueid_4029,No
Rwanda_uniqueid_416,No
Tanzania_uniqueid_5623,No
Kenya_uniqueid_5972,No
Kenya_uniqueid_1523,No
Uganda_uniqueid_1440,No
Uganda_uniqueid_1661,No
Tanzania_uniqueid_5888,No
Tanzania_uniqueid_2380,No
Rwanda_uniqueid_8466,No
Kenya_uniqueid_5513,No
Rwanda_uniqueid_5745,No
Kenya_uniqueid_2183,Yes
Rwanda_uniqueid_2243,No
Tanzania_uniqueid_2834,No
Rwanda_uniqueid_3835,No
Rwanda_uniqueid_3032,Yes
Kenya_uniqueid_3497,Yes
Uganda_uniqueid_1575,Yes
Tanzania_uniqueid_3209,No
Rwanda_uniqueid_5386,No
Rwanda_uniqueid_8397,No
Rwanda_uniqueid_1384,No
Kenya_uniqueid_1442,No
Rwanda_uniqueid_7271,No
Uganda_uniqueid_1543,No
Rwanda_uniqueid_3336,No
Tanzania_uniqueid_2247,No
Kenya_uniqueid_3520,No
Tanzania_uniqueid_2656,No
Rwanda_uniqueid_4835,No
Kenya_uniqueid_3800,No
Kenya_uniqueid_1809,No
Kenya_uniqueid_2951,No
Uganda_uniqueid_721,No
Rwanda_uniqueid_4061,No
Tanzania_uniqueid_2929,No
Tanzania_uniqueid_4304,No
Kenya_uniqueid_2827,No
Kenya_uniqueid_5505,No
Uganda_uniqueid_783,No
Tanzania_uniqueid_6299,No
Rwanda_uniqueid_1137,No
Rwanda_uniqueid_357,No
Tanzania_uniqueid_6634,No
Tanzania_uniqueid_1990,No
Rwanda_uniqueid_6481,No
Kenya_uniqueid_181,No
Uganda_uniqueid_82,Yes
Rwanda_uniqueid_8690,No
Rwanda_uniqueid_8227,No
Kenya_uniqueid_4346,No
Rwanda_uniqueid_8053,No
Kenya_uniqueid_4835,No
Kenya_uniqueid_4389,Yes
Tanzania_uniqueid_305,No
Uganda_uniqueid_768,No
Tanzania_uniqueid_1628,No
Tanzania_uniqueid_5041,No
Kenya_uniqueid_1797,No
Kenya_uniqueid_1347,Yes
Rwanda_uniqueid_5550,No
Tanzania_uniqueid_4619,No
Tanzania_uniqueid_4915,No
Rwanda_uniqueid_4340,No
Tanzania_uniqueid_4773,No
Tanzania_uniqueid_5919,Yes
Tanzania_uniqueid_2817,No
Kenya_uniqueid_5677,No
Rwanda_uniqueid_747,No
Rwanda_uniqueid_7321,No
Uganda_uniqueid_1217,No
Tanzania_uniqueid_4537,No
Tanzania_uniqueid_4817,No
Kenya_uniqueid_5071,No
Kenya_uniqueid_5860,No
Rwanda_uniqueid_7866,No
Tanzania_uniqueid_4193,Yes
Tanzania_uniqueid_692,No
Kenya_uniqueid_4014,No
Tanzania_uniqueid_575,No
Rwanda_uniqueid_3134,No
Rwanda_uniqueid_7139,No
Rwanda_uniqueid_4122,No
Rwanda_uniqueid_5642,No
Rwanda_uniqueid_8123,Yes
Tanzania_uniqueid_4215,No
Tanzania_uniqueid_2448,No
Rwanda_uniqueid_4971,No
Rwanda_uniqueid_3623,No
Kenya_uniqueid_18,No
Tanzania_uniqueid_1675,No
Kenya_uniqueid_656,No
Rwanda_uniqueid_5556,No
Kenya_uniqueid_3376,No
Rwanda_uniqueid_1539,No
Rwanda_uniqueid_1131,No
Rwanda_uniqueid_6703,No
Kenya_uniqueid_410,No
Rwanda_uniqueid_494,No
Rwanda_uniqueid_2451,No
Kenya_uniqueid_4654,No
Kenya_uniqueid_5889,No
Rwanda_uniqueid_583,No
Tanzania_uniqueid_4250,No
Tanzania_uniqueid_6398,No
Uganda_uniqueid_762,No
Kenya_uniqueid_2800,No
Kenya_uniqueid_2236,No
Tanzania_uniqueid_2887,No
Uganda_uniqueid_392,No
Rwanda_uniqueid_7438,No
Tanzania_uniqueid_380,No
Kenya_uniqueid_5101,No
Tanzania_uniqueid_4749,No
Tanzania_uniqueid_1649,No
Kenya_uniqueid_4398,Yes
Uganda_uniqueid_1165,No
Tanzania_uniqueid_6470,No
Tanzania_uniqueid_1818,No
Uganda_uniqueid_1755,No
Tanzania_uniqueid_1950,No
Tanzania_uniqueid_3788,No
Tanzania_uniqueid_5240,No
Rwanda_uniqueid_7718,No
Tanzania_uniqueid_1324,No
Tanzania_uniqueid_1054,No
Rwanda_uniqueid_7455,Yes
Tanzania_uniqueid_3483,No
Rwanda_uniqueid_1742,No
Rwanda_uniqueid_1021,No
Rwanda_uniqueid_6398,No
Tanzania_uniqueid_5898,No
Kenya_uniqueid_4725,No
Rwanda_uniqueid_6281,No
Tanzania_uniqueid_2723,No
Uganda_uniqueid_389,Yes
Rwanda_uniqueid_4266,No
Kenya_uniqueid_3234,Yes
Uganda_uniqueid_785,No
Rwanda_uniqueid_5376,No
Tanzania_uniqueid_2958,No
Tanzania_uniqueid_4038,No
Kenya_uniqueid_2620,No
Rwanda_uniqueid_3498,No
Kenya_uniqueid_2520,No
Tanzania_uniqueid_5434,No
Tanzania_uniqueid_1769,No
Kenya_uniqueid_5220,No
Rwanda_uniqueid_5253,No
Tanzania_uniqueid_824,No
Tanzania_uniqueid_5386,No
Rwanda_uniqueid_33,No
Rwanda_uniqueid_3211,No
Tanzania_uniqueid_6064,No
Tanzania_uniqueid_2776,No
Rwanda_uniqueid_4258,No
Kenya_uniqueid_1749,Yes
Rwanda_uniqueid_2429,No
Tanzania_uniqueid_5227,No
Uganda_uniqueid_289,No
Tanzania_uniqueid_3784,No
Tanzania_uniqueid_435,No
Kenya_uniqueid_585,No
Kenya_uniqueid_3170,Yes
Rwanda_uniqueid_5088,No
Rwanda_uniqueid_8458,No
Kenya_uniqueid_5528,No
Uganda_uniqueid_1646,No
Kenya_uniqueid_5352,No
Kenya_uniqueid_3438,No
Tanzania_uniqueid_1963,No
Rwanda_uniqueid_3896,No
Tanzania_uniqueid_554,No
Kenya_uniqueid_5219,No
Tanzania_uniqueid_3898,No
Kenya_uniqueid_2645,No
Kenya_uniqueid_2316,No
Rwanda_uniqueid_8043,No
Kenya_uniqueid_3735,No
Kenya_uniqueid_2075,No
Rwanda_uniqueid_5209,No
Rwanda_uniqueid_8536,No
Tanzania_uniqueid_1519,No
Rwanda_uniqueid_1251,No
Kenya_uniqueid_5460,No
Tanzania_uniqueid_3172,No
Rwanda_uniqueid_4638,No
Kenya_uniqueid_696,No
Tanzania_uniqueid_4030,No
Uganda_uniqueid_303,No
Rwanda_uniqueid_1610,No
Tanzania_uniqueid_1546,No
Tanzania_uniqueid_4461,No
Kenya_uniqueid_4144,No
Kenya_uniqueid_1021,No
Uganda_uniqueid_833,No
Rwanda_uniqueid_3448,No
Rwanda_uniqueid_4579,No
Kenya_uniqueid_3519,No
Rwanda_uniqueid_6590,No
Tanzania_uniqueid_910,No
Tanzania_uniqueid_461,No
Kenya_uniqueid_5478,No
Uganda_uniqueid_285,No
Kenya_uniqueid_2713,No
Tanzania_uniqueid_4872,No
Rwanda_uniqueid_759,No
Tanzania_uniqueid_4539,No
Uganda_uniqueid_1944,No
Rwanda_uniqueid_164,No
Rwanda_uniqueid_2019,No
Rwanda_uniqueid_1882,No
Tanzania_uniqueid_4676,No
Rwanda_uniqueid_5742,No
Kenya_uniqueid_4259,Yes
Rwanda_uniqueid_4073,No
Tanzania_uniqueid_5072,No
Kenya_uniqueid_3495,Yes
Tanzania_uniqueid_203,No
Tanzania_uniqueid_6599,Yes
Tanzania_uniqueid_2810,No
Tanzania_uniqueid_1815,No
Tanzania_uniqueid_2869,No
Tanzania_uniqueid_5481,No
Rwanda_uniqueid_4883,No
Rwanda_uniqueid_20,No
Kenya_uniqueid_2572,No
Tanzania_uniqueid_574,No
Tanzania_uniqueid_1662,No
Kenya_uniqueid_1085,Yes
Rwanda_uniqueid_6815,No
Rwanda_uniqueid_7721,No
Kenya_uniqueid_1367,No
Tanzania_uniqueid_135,No
Kenya_uniqueid_3674,Yes
Rwanda_uniqueid_4041,No
Kenya_uniqueid_3434,No
Rwanda_uniqueid_2633,Yes
Rwanda_uniqueid_2601,No
Tanzania_uniqueid_6610,No
Kenya_uniqueid_1625,Yes
Tanzania_uniqueid_780,No
Rwanda_uniqueid_2816,No
Rwanda_uniqueid_3185,No
Rwanda_uniqueid_3749,Yes
Tanzania_uniqueid_2564,No
Tanzania_uniqueid_1834,No
Rwanda_uniqueid_1164,No
Uganda_uniqueid_1902,No
Kenya_uniqueid_4950,Yes
Tanzania_uniqueid_736,No
Kenya_uniqueid_3123,No
Tanzania_uniqueid_5021,No
Rwanda_uniqueid_7034,No
Kenya_uniqueid_791,No
Tanzania_uniqueid_2519,No
Kenya_uniqueid_500,No
Rwanda_uniqueid_809,No
Rwanda_uniqueid_5977,No
Rwanda_uniqueid_8344,No
Kenya_uniqueid_336,No
Tanzania_uniqueid_1743,No
Kenya_uniqueid_2076,No
Tanzania_uniqueid_5988,No
Kenya_uniqueid_2137,No
Rwanda_uniqueid_5438,No
Tanzania_uniqueid_3508,No
Tanzania_uniqueid_2880,No
Tanzania_uniqueid_1571,No
Kenya_uniqueid_4601,Yes
Rwanda_uniqueid_8562,No
Rwanda_uniqueid_367,No
Rwanda_uniqueid_4881,No
Uganda_uniqueid_1276,No
Tanzania_uniqueid_4253,No
Kenya_uniqueid_2622,No
Kenya_uniqueid_2113,No
Rwanda_uniqueid_1410,No
Uganda_uniqueid_1659,No
Rwanda_uniqueid_3956,No
Rwanda_uniqueid_2179,No
Tanzania_uniqueid_727,No
Tanzania_uniqueid_2760,No
Rwanda_uniqueid_5776,No
Tanzania_uniqueid_1321,No
Rwanda_uniqueid_6079,No
Kenya_uniqueid_3480,No
Kenya_uniqueid_5763,No
Kenya_uniqueid_3363,No
Tanzania_uniqueid_4957,No
Kenya_uniqueid_5980,No
Tanzania_uniqueid_3437,No
Rwanda_uniqueid_1338,No
Rwanda_uniqueid_1840,No
Kenya_uniqueid_3399,No
Tanzania_uniqueid_654,No
Kenya_uniqueid_3616,Yes
Kenya_uniqueid_2004,No
Rwanda_uniqueid_8677,No
Tanzania_uniqueid_252,No
Rwanda_uniqueid_4561,No
Kenya_uniqueid_4227,No
Kenya_uniqueid_5228,Yes
Tanzania_uniqueid_4786,No
Kenya_uniqueid_4833,No
Rwanda_uniqueid_1392,No
Rwanda_uniqueid_4866,No
Rwanda_uniqueid_1248,Yes
Rwanda_uniqueid_462,Yes
Rwanda_uniqueid_3681,No
Tanzania_uniqueid_1552,No
Rwanda_uniqueid_4063,No
Tanzania_uniqueid_493,No
Uganda_uniqueid_2,No
Kenya_uniqueid_1704,No
Tanzania_uniqueid_3746,No
Rwanda_uniqueid_1822,Yes
Kenya_uniqueid_5954,Yes
Tanzania_uniqueid_2700,No
Rwanda_uniqueid_581,Yes
Tanzania_uniqueid_3589,No
Kenya_uniqueid_5378,No
Rwanda_uniqueid_7550,No
Tanzania_uniqueid_5802,No
Kenya_uniqueid_1203,No
Tanzania_uniqueid_3123,No
Rwanda_uniqueid_854,No
Kenya_uniqueid_32,No
Kenya_uniqueid_698,No
Kenya_uniqueid_4975,No
Rwanda_uniqueid_356,No
Kenya_uniqueid_3687,No
